"","level","date","state_fips","state_code","county_fips","county","pop_stay_at_home","pop_not_stay_at_home","trips","trips_1","trips_1_3","trips_3_5","trips_5_10","trips_10_25","trips_25_50","trips_50_100","trips_100_250","trips_250_500","trips_500"
"200997","County",2019-08-24,49,"UT",49039,"Sanpete County",6385,24144,123046,25330,16003,10003,17893,29673,13871,6034,3400,483,356
"200998","County",2019-08-24,49,"UT",49041,"Sevier County",4040,17433,105174,22169,32648,8191,9443,17185,8577,3621,2046,566,728
"200999","County",2019-08-24,49,"UT",49043,"Summit County",7085,34720,189690,24994,32474,16807,61438,27643,18884,5442,810,354,844
"201000","County",2019-08-24,49,"UT",49045,"Tooele County",12270,57423,379338,78901,113127,41941,36745,53216,44285,6851,3185,475,612
"201001","County",2019-08-24,49,"UT",49047,"Uintah County",5954,29376,210588,28956,59255,16561,12714,69294,19973,1538,1996,129,172
"201002","County",2019-08-24,49,"UT",49049,"Utah County",106924,513387,3078301,667956,803176,418263,461057,481258,171259,38562,20303,4433,12034
"201003","County",2019-08-24,49,"UT",49051,"Wasatch County",5499,27639,185102,43393,47194,13867,22163,35894,18538,2472,1090,108,383
"201004","County",2019-08-24,49,"UT",49053,"Washington County",24148,147027,986459,143503,410120,118858,155592,105491,28319,12638,8193,1234,2511
"201005","County",2019-08-24,49,"UT",49055,"Wayne County",452,2230,14248,3296,3585,652,1239,2378,1816,1092,133,57,0
"201006","County",2019-08-24,49,"UT",49057,"Weber County",46996,208579,1366709,320016,424348,163275,212742,150764,63522,23557,5050,2019,1416
"204121","County",2019-08-25,49,"UT",49001,"Beaver County",1684,4876,43725,12497,13722,3026,2639,2224,7036,2043,457,73,8
"204122","County",2019-08-25,49,"UT",49003,"Box Elder County",9877,44905,283059,62835,83402,24213,32137,41469,25826,8419,3530,767,461
"204123","County",2019-08-25,49,"UT",49005,"Cache County",20771,105909,524692,125745,199678,55764,59243,44995,15869,12781,4325,1069,5223
"204124","County",2019-08-25,49,"UT",49007,"Carbon County",4348,15859,129869,33499,22170,47691,9798,8084,5245,1634,1384,257,107
"204125","County",2019-08-25,49,"UT",49009,"Daggett County",356,621,2438,245,56,231,782,601,472,32,19,0,0
"204126","County",2019-08-25,49,"UT",49011,"Davis County",62643,287995,1799495,303925,682185,241178,191967,235162,103273,25560,9188,2700,4357
"204127","County",2019-08-25,49,"UT",49013,"Duchesne County",3900,16003,80404,14513,21542,6191,9539,14057,10221,2657,1149,148,387
"204128","County",2019-08-25,49,"UT",49015,"Emery County",2214,7769,41967,17897,5817,2902,3249,6393,3034,1833,794,48,0
"204129","County",2019-08-25,49,"UT",49017,"Garfield County",2076,2988,15529,4647,3320,957,924,2431,1137,1734,289,50,40
"204130","County",2019-08-25,49,"UT",49019,"Grand County",2034,7700,49336,16945,10900,3474,3044,5885,5148,2801,897,99,143
"204131","County",2019-08-25,49,"UT",49021,"Iron County",10216,42398,237093,40640,70226,22721,35292,34144,15471,12665,4522,928,484
"204132","County",2019-08-25,49,"UT",49023,"Juab County",2502,9018,57507,12839,16304,7679,4161,4755,5270,5548,796,65,90
"204133","County",2019-08-25,49,"UT",49025,"Kane County",1735,5950,34361,9252,5765,3728,3567,7579,1972,1592,733,73,100
"204134","County",2019-08-25,49,"UT",49027,"Millard County",1985,10981,48928,6794,15601,2667,6684,10094,2022,3258,1335,255,218
"204135","County",2019-08-25,49,"UT",49029,"Morgan County",1996,10012,43827,5129,10823,3320,7793,7627,6891,1366,409,147,322
"204136","County",2019-08-25,49,"UT",49031,"Piute County",370,1071,7397,815,1499,29,1317,2217,1322,112,86,0,0
"204137","County",2019-08-25,49,"UT",49033,"Rich County",410,2046,7889,1971,1398,957,574,1434,972,314,216,0,53
"204138","County",2019-08-25,49,"UT",49035,"Salt Lake County",211973,937137,5172266,1153674,1268070,692267,939665,830286,174306,45459,41154,17204,10181
"204139","County",2019-08-25,49,"UT",49037,"San Juan County",2541,12861,70382,18172,11728,5699,4294,6210,13320,9572,1132,153,102
"204140","County",2019-08-25,49,"UT",49039,"Sanpete County",6219,24310,107255,22391,17058,7072,19528,20933,9431,4383,5016,989,454
"204141","County",2019-08-25,49,"UT",49041,"Sevier County",4006,17467,85143,17178,28441,7520,5822,12245,7317,2277,2469,1043,831
"204142","County",2019-08-25,49,"UT",49043,"Summit County",6443,35362,168432,17194,23641,17250,61168,25223,16933,4875,805,379,964
"204143","County",2019-08-25,49,"UT",49045,"Tooele County",12542,57151,327042,56034,99858,33593,25915,50937,43670,9614,6071,693,657
"204144","County",2019-08-25,49,"UT",49047,"Uintah County",5646,29684,185625,25298,50091,13336,14028,60966,16802,1636,3131,116,221
"204145","County",2019-08-25,49,"UT",49049,"Utah County",116721,503590,2728145,582224,706753,405435,388433,406922,162158,39065,19878,6187,11090
"204146","County",2019-08-25,49,"UT",49051,"Wasatch County",5607,27531,166325,31200,47466,13420,17935,34071,18282,2344,985,143,479
"204147","County",2019-08-25,49,"UT",49053,"Washington County",25449,145726,900344,107921,415645,114831,124670,81974,28617,11796,9330,1598,3962
"204148","County",2019-08-25,49,"UT",49055,"Wayne County",305,2377,10096,2953,1900,493,939,1165,1515,767,308,56,0
"204149","County",2019-08-25,49,"UT",49057,"Weber County",47830,207745,1290398,298852,406261,150686,199969,139618,59968,24521,6515,2016,1992
"207262","County",2019-08-26,49,"UT",49001,"Beaver County",1280,5280,40567,7694,13616,3129,2728,4687,6105,2178,348,65,17
"207263","County",2019-08-26,49,"UT",49003,"Box Elder County",9384,45398,309071,67797,95294,25773,26856,52376,27865,8988,3318,450,354
"207264","County",2019-08-26,49,"UT",49005,"Cache County",19453,107227,563880,140184,220899,57306,70725,41864,13791,9101,3955,775,5280
"207265","County",2019-08-26,49,"UT",49007,"Carbon County",4436,15771,110172,25077,18079,41054,10939,6847,3083,3793,1032,125,143
"207266","County",2019-08-26,49,"UT",49009,"Daggett County",381,596,3625,354,102,286,1316,889,654,0,24,0,0
"207267","County",2019-08-26,49,"UT",49011,"Davis County",59404,291234,1803998,358225,655100,220158,196238,228697,111967,20479,5494,2737,4903
"207268","County",2019-08-26,49,"UT",49013,"Duchesne County",3582,16321,79886,15775,21217,7478,11874,12423,7859,2212,528,85,435
"207269","County",2019-08-26,49,"UT",49015,"Emery County",1955,8028,43801,13001,6662,3111,3186,8587,6416,1922,882,34,0
"207270","County",2019-08-26,49,"UT",49017,"Garfield County",2037,3027,16786,4393,4444,685,1150,2796,1118,1782,369,25,24
"207271","County",2019-08-26,49,"UT",49019,"Grand County",2139,7595,45386,16818,9726,4336,2501,5104,4576,1386,616,178,145
"207272","County",2019-08-26,49,"UT",49021,"Iron County",10245,42369,263457,53607,73749,29026,38373,32057,15933,15563,3921,763,465
"207273","County",2019-08-26,49,"UT",49023,"Juab County",2320,9200,51423,11985,12899,6849,4055,4113,7421,3220,748,46,87
"207274","County",2019-08-26,49,"UT",49025,"Kane County",1772,5913,33125,7654,6445,4390,2274,8018,2166,1614,425,47,92
"207275","County",2019-08-26,49,"UT",49027,"Millard County",1738,11228,49910,14100,10837,3029,6658,7539,2867,3351,1018,205,306
"207276","County",2019-08-26,49,"UT",49029,"Morgan County",1944,10064,53753,6195,12488,3374,7995,14257,7604,844,511,58,427
"207277","County",2019-08-26,49,"UT",49031,"Piute County",303,1138,10616,1489,935,56,2956,1319,3596,229,36,0,0
"207278","County",2019-08-26,49,"UT",49033,"Rich County",484,1972,9134,1670,1335,1654,1278,1487,923,609,91,0,87
"207279","County",2019-08-26,49,"UT",49035,"Salt Lake County",201142,947968,5736532,1333322,1414030,785003,1074026,885443,164309,32280,24198,14426,9495
"207280","County",2019-08-26,49,"UT",49037,"San Juan County",2648,12754,70640,16338,11141,4739,5277,8057,13433,10544,867,177,67
"207281","County",2019-08-26,49,"UT",49039,"Sanpete County",6354,24175,115089,28063,20642,11428,14318,22702,9244,3636,3616,744,696
"207282","County",2019-08-26,49,"UT",49041,"Sevier County",3733,17740,95810,24618,27481,9044,7041,15870,5305,2737,2442,394,878
"207283","County",2019-08-26,49,"UT",49043,"Summit County",6340,35465,169877,17433,24703,18054,57137,27491,19187,4033,567,265,1007
"207284","County",2019-08-26,49,"UT",49045,"Tooele County",11390,58303,355159,67608,98212,33653,35255,53822,52392,8273,4609,600,735
"207285","County",2019-08-26,49,"UT",49047,"Uintah County",5356,29974,197593,30082,58128,18182,15003,49557,22119,1732,2443,127,220
"207286","County",2019-08-26,49,"UT",49049,"Utah County",106706,513605,3033745,650028,820989,460608,404704,474999,162470,29253,15326,4795,10573
"207287","County",2019-08-26,49,"UT",49051,"Wasatch County",5003,28135,153944,32341,41818,12965,20603,27446,15496,1395,749,121,1010
"207288","County",2019-08-26,49,"UT",49053,"Washington County",25871,145304,888675,129552,335582,120586,152771,100417,27057,10958,7201,1595,2956
"207289","County",2019-08-26,49,"UT",49055,"Wayne County",418,2264,13412,1276,4586,695,3375,1781,979,589,97,34,0
"207290","County",2019-08-26,49,"UT",49057,"Weber County",44978,210597,1395293,343958,473077,151053,203904,132209,61357,21154,5048,1894,1639
"210619","County",2019-04-18,49,"UT",49001,"Beaver County",1602,4958,36398,9472,11204,1354,1515,2316,6076,3065,1159,199,38
"210620","County",2019-04-18,49,"UT",49003,"Box Elder County",10729,44053,290355,73127,76905,26929,25593,52551,18515,7358,6887,1851,639
"210621","County",2019-04-18,49,"UT",49005,"Cache County",29367,97313,674454,200779,225905,73958,76416,48063,34776,8904,3072,1835,746
"210622","County",2019-04-18,49,"UT",49007,"Carbon County",5238,14969,87338,21896,17661,11294,16535,5689,4420,7974,1482,345,42
"210623","County",2019-04-18,49,"UT",49009,"Daggett County",392,585,6301,1367,386,421,613,262,3185,51,16,0,0
"210624","County",2019-04-18,49,"UT",49011,"Davis County",74370,276268,2022371,532852,654760,222914,259044,226585,85569,17533,16959,3469,2686
"210625","County",2019-04-18,49,"UT",49013,"Duchesne County",4769,15134,124648,35621,18229,15756,16606,24071,9903,2211,1776,438,37
"210626","County",2019-04-18,49,"UT",49015,"Emery County",2134,7849,46210,9154,5593,2428,1573,9927,9561,6024,1712,238,0
"210627","County",2019-04-18,49,"UT",49017,"Garfield County",2566,2498,15361,4201,4181,1010,1123,2498,1166,826,306,35,15
"210628","County",2019-04-18,49,"UT",49019,"Grand County",2124,7610,62768,20574,14143,7787,6046,3303,7342,2081,1087,263,142
"210629","County",2019-04-18,49,"UT",49021,"Iron County",11476,41138,299872,71041,91189,39355,39433,20201,15493,14730,7386,812,232
"210630","County",2019-04-18,49,"UT",49023,"Juab County",3094,8426,51902,10515,8403,5303,4481,9711,10210,2059,469,596,155
"210631","County",2019-04-18,49,"UT",49025,"Kane County",2068,5617,35239,6952,4985,3833,2194,13769,860,1639,934,67,6
"210632","County",2019-04-18,49,"UT",49027,"Millard County",2438,10528,66974,13767,22137,4739,6781,10812,1798,3491,3054,297,98
"210633","County",2019-04-18,49,"UT",49029,"Morgan County",2211,9797,57127,7836,13497,5706,3622,14624,9000,1281,1161,158,242
"210634","County",2019-04-18,49,"UT",49031,"Piute County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210635","County",2019-04-18,49,"UT",49033,"Rich County",394,2062,11800,2053,2192,2058,761,2077,1999,625,35,0,0
"210636","County",2019-04-18,49,"UT",49035,"Salt Lake County",248792,900318,6053362,1591684,1637285,861138,993859,707449,138919,39743,63839,10815,8631
"210637","County",2019-04-18,49,"UT",49037,"San Juan County",2957,12445,78340,19014,25147,5079,4415,7758,10167,4541,1717,486,16
"210638","County",2019-04-18,49,"UT",49039,"Sanpete County",8301,22228,152074,35491,32580,14215,17702,29265,14685,5885,1822,372,57
"210639","County",2019-04-18,49,"UT",49041,"Sevier County",5195,16278,90491,23326,16001,6703,10129,18584,7804,2815,1815,2536,778
"210640","County",2019-04-18,49,"UT",49043,"Summit County",6693,35112,233989,44821,58221,26953,36557,44071,15520,2998,2025,1113,1710
"210641","County",2019-04-18,49,"UT",49045,"Tooele County",13649,56044,370304,81452,104216,27092,42337,50010,41263,12044,9719,1428,743
"210642","County",2019-04-18,49,"UT",49047,"Uintah County",7384,27946,160029,29382,59636,23981,16281,14862,10028,1132,3813,482,432
"210643","County",2019-04-18,49,"UT",49049,"Utah County",136168,484143,3231504,837979,896961,397621,418301,478426,139742,26435,25046,6282,4711
"210644","County",2019-04-18,49,"UT",49051,"Wasatch County",6216,26922,235505,68268,69879,24617,30356,20121,19624,1114,1194,178,154
"210645","County",2019-04-18,49,"UT",49053,"Washington County",31466,139709,1003600,198527,248422,166866,184427,135901,28521,21461,17592,1244,639
"210646","County",2019-04-18,49,"UT",49055,"Wayne County",443,2239,9914,1734,2285,291,627,1375,1996,1255,299,52,0
"210647","County",2019-04-18,49,"UT",49057,"Weber County",57320,198255,1349913,344550,405065,190887,211579,121040,47583,13651,12455,2102,1001
"213761","County",2019-04-19,49,"UT",49001,"Beaver County",1711,4849,29536,7157,8850,2401,809,2420,5279,1765,689,128,38
"213762","County",2019-04-19,49,"UT",49003,"Box Elder County",10413,44369,294203,69730,71529,32007,27859,54744,20775,8146,7055,1842,516
"213763","County",2019-04-19,49,"UT",49005,"Cache County",28188,98492,683396,191042,237028,69293,83220,55957,29072,12224,3807,1155,598
"213764","County",2019-04-19,49,"UT",49007,"Carbon County",5331,14876,92639,23287,21149,9875,16326,6943,3122,10771,931,219,16
"213765","County",2019-04-19,49,"UT",49009,"Daggett County",568,409,2220,683,169,218,114,606,391,34,5,0,0
"213766","County",2019-04-19,49,"UT",49011,"Davis County",72201,278437,2033562,520094,643165,246634,262979,221327,91384,19899,22082,3050,2948
"213767","County",2019-04-19,49,"UT",49013,"Duchesne County",5156,14747,127762,31712,18884,19309,16114,25073,9842,4726,2043,0,59
"213768","County",2019-04-19,49,"UT",49015,"Emery County",2096,7887,36892,6899,4101,2414,1869,6540,7762,5469,1613,225,0
"213769","County",2019-04-19,49,"UT",49017,"Garfield County",2251,2813,23907,7686,4109,1045,799,3250,1352,5008,599,46,13
"213770","County",2019-04-19,49,"UT",49019,"Grand County",2135,7599,57867,19550,11884,6546,5341,3080,7569,2110,1248,317,222
"213771","County",2019-04-19,49,"UT",49021,"Iron County",11190,41424,299874,67727,95449,39290,40074,16340,16882,14754,8329,775,254
"213772","County",2019-04-19,49,"UT",49023,"Juab County",2908,8612,55069,9697,12059,5808,5838,8128,10795,1979,390,352,23
"213773","County",2019-04-19,49,"UT",49025,"Kane County",2112,5573,36031,7265,7006,3699,3562,11964,643,1316,486,82,8
"213774","County",2019-04-19,49,"UT",49027,"Millard County",2313,10653,64355,11777,21528,3952,4722,14074,3167,2248,2329,491,67
"213775","County",2019-04-19,49,"UT",49029,"Morgan County",1898,10110,57789,7905,13816,7804,2973,16491,6172,653,1477,251,247
"213776","County",2019-04-19,49,"UT",49031,"Piute County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213777","County",2019-04-19,49,"UT",49033,"Rich County",449,2007,13607,2251,2217,1729,1711,3434,1509,717,39,0,0
"213778","County",2019-04-19,49,"UT",49035,"Salt Lake County",242030,907080,6129353,1562423,1683686,871430,1019294,716406,139945,41959,74327,11263,8620
"213779","County",2019-04-19,49,"UT",49037,"San Juan County",2935,12467,86335,22414,22330,7791,5908,8815,8982,7360,2325,375,35
"213780","County",2019-04-19,49,"UT",49039,"Sanpete County",8315,22214,159797,36206,36805,16369,16819,30321,13672,7651,1460,351,143
"213781","County",2019-04-19,49,"UT",49041,"Sevier County",5058,16415,100046,21835,20826,6679,12194,21111,9828,2823,2544,1709,497
"213782","County",2019-04-19,49,"UT",49043,"Summit County",6835,34970,237058,47635,55107,26648,37090,46410,15378,3701,2927,1373,789
"213783","County",2019-04-19,49,"UT",49045,"Tooele County",13343,56350,345860,73903,93774,26172,34888,49811,42300,10170,12441,1725,676
"213784","County",2019-04-19,49,"UT",49047,"Uintah County",7921,27409,170146,31380,64372,27093,13299,17248,10266,1611,3713,622,542
"213785","County",2019-04-19,49,"UT",49049,"Utah County",130809,489502,3308905,799909,929402,435400,446742,484513,146955,27840,27322,7476,3346
"213786","County",2019-04-19,49,"UT",49051,"Wasatch County",5796,27342,239991,72088,79802,21368,23272,18994,20757,1103,2171,103,333
"213787","County",2019-04-19,49,"UT",49053,"Washington County",31355,139820,984220,194775,230548,168131,175754,142111,29267,20749,20696,1599,590
"213788","County",2019-04-19,49,"UT",49055,"Wayne County",461,2221,11311,1608,3082,427,1648,2059,1451,769,267,0,0
"213789","County",2019-04-19,49,"UT",49057,"Weber County",55872,199703,1355271,316038,417406,191813,214995,126422,53791,16267,15681,1612,1246
"216903","County",2019-04-20,49,"UT",49001,"Beaver County",1830,4730,33911,7797,10551,2945,1549,2523,5918,1590,831,198,9
"216904","County",2019-04-20,49,"UT",49003,"Box Elder County",11862,42920,279904,57912,74121,28293,26313,59027,19505,6626,5679,2027,401
"216905","County",2019-04-20,49,"UT",49005,"Cache County",30089,96591,672016,195210,214907,64209,84202,54411,37952,15074,3602,1675,774
"216906","County",2019-04-20,49,"UT",49007,"Carbon County",6025,14182,93154,20689,19723,10993,14670,7813,4809,12496,1533,268,160
"216907","County",2019-04-20,49,"UT",49009,"Daggett County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216908","County",2019-04-20,49,"UT",49011,"Davis County",78907,271731,2072470,537720,658508,262833,271090,206690,82619,20726,25896,3621,2767
"216909","County",2019-04-20,49,"UT",49013,"Duchesne County",5140,14763,115195,31032,21751,15538,14736,19103,9329,2555,1135,0,16
"216910","County",2019-04-20,49,"UT",49015,"Emery County",2190,7793,37938,9501,5285,2582,2551,7206,5476,3601,1436,300,0
"216911","County",2019-04-20,49,"UT",49017,"Garfield County",2299,2765,16394,5089,4450,956,1049,2832,750,605,545,72,46
"216912","County",2019-04-20,49,"UT",49019,"Grand County",2112,7622,64636,19391,12835,7749,5532,3361,11431,2354,1107,508,368
"216913","County",2019-04-20,49,"UT",49021,"Iron County",11935,40679,287849,62311,82699,36758,40757,19797,23272,15609,5513,910,223
"216914","County",2019-04-20,49,"UT",49023,"Juab County",3162,8358,56033,10571,8655,5700,7793,8952,9360,3570,577,855,0
"216915","County",2019-04-20,49,"UT",49025,"Kane County",2045,5640,30627,5245,7003,4707,2814,7755,609,1406,923,123,42
"216916","County",2019-04-20,49,"UT",49027,"Millard County",2665,10301,64718,17001,16388,4429,5728,13519,2085,2714,2440,368,46
"216917","County",2019-04-20,49,"UT",49029,"Morgan County",2544,9464,64215,8626,16867,12116,2816,14879,5037,1106,2285,341,142
"216918","County",2019-04-20,49,"UT",49031,"Piute County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216919","County",2019-04-20,49,"UT",49033,"Rich County",435,2021,15247,1820,1389,2511,1796,4250,2758,448,275,0,0
"216920","County",2019-04-20,49,"UT",49035,"Salt Lake County",261652,887458,5916185,1502532,1703619,837798,948970,641499,138762,46464,76571,12888,7082
"216921","County",2019-04-20,49,"UT",49037,"San Juan County",3234,12168,75693,15445,20494,4439,4488,8544,11153,7951,2576,558,45
"216922","County",2019-04-20,49,"UT",49039,"Sanpete County",8116,22413,136813,25981,31426,14271,18684,22256,15908,6422,1269,228,368
"216923","County",2019-04-20,49,"UT",49041,"Sevier County",5432,16041,105042,23570,19753,6374,11143,24498,11539,4904,1802,947,512
"216924","County",2019-04-20,49,"UT",49043,"Summit County",7489,34316,231096,48290,51445,24613,39689,45643,13781,2252,2847,1334,1202
"216925","County",2019-04-20,49,"UT",49045,"Tooele County",14028,55665,346675,76275,113181,27584,36044,43250,26995,10341,10845,1730,430
"216926","County",2019-04-20,49,"UT",49047,"Uintah County",7811,27519,171732,33046,60461,32925,14456,13568,10749,1240,4395,640,252
"216927","County",2019-04-20,49,"UT",49049,"Utah County",142534,477777,3111216,738752,867609,421880,427552,423568,152107,39871,29213,7725,2939
"216928","County",2019-04-20,49,"UT",49051,"Wasatch County",6635,26503,227280,60092,69199,25948,30737,20719,17614,1069,1543,151,208
"216929","County",2019-04-20,49,"UT",49053,"Washington County",33730,137445,911038,181747,214323,135593,171714,133528,32044,19688,20820,1080,501
"216930","County",2019-04-20,49,"UT",49055,"Wayne County",481,2201,14957,2071,3920,366,2409,1811,1218,2733,429,0,0
"216931","County",2019-04-20,49,"UT",49057,"Weber County",60625,194950,1317183,326955,429533,173036,196272,114233,45532,17060,11051,2302,1209
"217990","County",2019-06-04,49,"UT",49001,"Beaver County",1339,5221,33410,8844,14361,1671,1473,1461,2375,2364,705,136,20
"217991","County",2019-06-04,49,"UT",49003,"Box Elder County",11001,43781,290672,74155,76469,32430,22893,50448,22326,7229,3214,1088,420
"217992","County",2019-06-04,49,"UT",49005,"Cache County",26983,99697,605465,164971,209476,65233,77356,45919,26003,10161,3191,1310,1845
"217993","County",2019-06-04,49,"UT",49007,"Carbon County",5216,14991,87097,26985,20217,8791,11873,8487,4346,5021,1216,51,110
"217994","County",2019-06-04,49,"UT",49009,"Daggett County",393,584,2841,912,449,207,652,409,141,55,16,0,0
"217995","County",2019-06-04,49,"UT",49011,"Davis County",72122,278516,1698883,431847,513093,229687,208568,196662,88313,14615,8989,2225,4884
"217996","County",2019-06-04,49,"UT",49013,"Duchesne County",4575,15328,113786,26602,19387,19970,16821,19011,8058,2278,1452,124,83
"217997","County",2019-06-04,49,"UT",49015,"Emery County",2147,7836,37692,9302,4040,1977,2052,9393,6559,3305,963,101,0
"217998","County",2019-06-04,49,"UT",49017,"Garfield County",2060,3004,18859,4783,5681,914,1120,3614,1399,983,308,21,36
"217999","County",2019-06-04,49,"UT",49019,"Grand County",1964,7770,67970,22148,16332,6496,4586,4146,10377,2718,885,193,89
"218000","County",2019-06-04,49,"UT",49021,"Iron County",10833,41781,275598,56002,91007,34941,41814,22723,13139,9636,5049,959,328
"218001","County",2019-06-04,49,"UT",49023,"Juab County",2868,8652,48974,7000,14912,7704,3245,5829,7211,2205,773,62,33
"218002","County",2019-06-04,49,"UT",49025,"Kane County",1692,5993,38385,7851,7443,4555,4813,9098,1418,2301,749,89,68
"218003","County",2019-06-04,49,"UT",49027,"Millard County",2533,10433,67641,18938,23079,3945,6242,9587,1536,1919,2099,253,43
"218004","County",2019-06-04,49,"UT",49029,"Morgan County",2435,9573,60690,9501,14531,7576,3439,16096,7530,844,1003,118,52
"218005","County",2019-06-04,49,"UT",49031,"Piute County",352,1089,4734,461,836,22,1315,791,1136,48,125,0,0
"218006","County",2019-06-04,49,"UT",49033,"Rich County",543,1913,9864,1821,1609,1735,739,2697,670,484,101,0,8
"218007","County",2019-06-04,49,"UT",49035,"Salt Lake County",238962,910148,5418328,1292818,1581667,741673,901282,696828,123286,26769,34573,9923,9509
"218008","County",2019-06-04,49,"UT",49037,"San Juan County",2898,12504,72136,20904,19686,4468,4222,6563,7452,5987,2529,283,42
"218009","County",2019-06-04,49,"UT",49039,"Sanpete County",7569,22960,123800,31119,28241,12888,12881,22508,8351,4567,2595,198,452
"218010","County",2019-06-04,49,"UT",49041,"Sevier County",4843,16630,112195,32570,23669,13192,13556,15573,7137,2956,2517,532,493
"218011","County",2019-06-04,49,"UT",49043,"Summit County",7531,34274,213407,41763,50510,28239,36233,36663,13965,2459,2225,462,888
"218012","County",2019-06-04,49,"UT",49045,"Tooele County",12227,57466,363838,80900,103921,31538,40670,51232,43471,7879,2916,569,742
"218013","County",2019-06-04,49,"UT",49047,"Uintah County",7174,28156,162905,28331,57580,27132,12467,22047,7631,2302,4715,372,328
"218014","County",2019-06-04,49,"UT",49049,"Utah County",126573,493738,2850762,630776,766974,369805,385318,503370,147268,25085,13844,3880,4442
"218015","County",2019-06-04,49,"UT",49051,"Wasatch County",5923,27215,209257,53210,64100,25745,25507,21006,16798,1643,878,61,309
"218016","County",2019-06-04,49,"UT",49053,"Washington County",31850,139325,863969,164988,217048,146957,167479,112988,23042,16303,11995,1771,1398
"218017","County",2019-06-04,49,"UT",49055,"Wayne County",385,2297,14559,2525,3308,384,3381,2202,1895,511,276,77,0
"218018","County",2019-06-04,49,"UT",49057,"Weber County",53747,201828,1199780,312706,354733,154853,189785,108667,50409,16782,8165,1603,2077
"221132","County",2019-06-05,49,"UT",49001,"Beaver County",1368,5192,29013,6976,10445,907,1238,2537,4296,1665,795,141,13
"221133","County",2019-06-05,49,"UT",49003,"Box Elder County",10896,43886,282240,62663,77998,27807,27694,52403,21214,7495,3691,842,433
"221134","County",2019-06-05,49,"UT",49005,"Cache County",27635,99045,603329,164622,207785,70883,69134,45305,27576,11546,3058,1293,2127
"221135","County",2019-06-05,49,"UT",49007,"Carbon County",5134,15073,80031,21824,19129,8027,12976,6376,4871,5213,1341,174,100
"221136","County",2019-06-05,49,"UT",49009,"Daggett County",410,567,3053,736,197,151,919,822,155,60,13,0,0
"221137","County",2019-06-05,49,"UT",49011,"Davis County",71510,279128,1658306,403501,484527,225762,227487,200463,83686,13551,11817,2038,5474
"221138","County",2019-06-05,49,"UT",49013,"Duchesne County",4663,15240,103584,24933,20439,14516,16206,14791,8318,2243,1755,285,98
"221139","County",2019-06-05,49,"UT",49015,"Emery County",2170,7813,36045,8969,4746,1985,1686,7347,6728,3540,919,125,0
"221140","County",2019-06-05,49,"UT",49017,"Garfield County",2210,2854,20523,5595,5638,969,748,4717,1467,997,337,28,27
"221141","County",2019-06-05,49,"UT",49019,"Grand County",1959,7775,66462,21165,15514,8396,4644,3403,10236,2077,777,161,89
"221142","County",2019-06-05,49,"UT",49021,"Iron County",11156,41458,289513,58031,93499,40110,44107,22604,15440,10501,3993,991,237
"221143","County",2019-06-05,49,"UT",49023,"Juab County",2858,8662,45463,8196,11915,4047,3964,5644,7978,2806,636,188,89
"221144","County",2019-06-05,49,"UT",49025,"Kane County",1796,5889,41503,8729,6722,6237,4914,10384,1104,2828,397,146,42
"221145","County",2019-06-05,49,"UT",49027,"Millard County",2608,10358,70450,20790,18449,4902,7496,11426,2354,2565,2126,271,71
"221146","County",2019-06-05,49,"UT",49029,"Morgan County",2606,9402,59694,4659,15450,8548,5098,16632,7125,1200,627,129,226
"221147","County",2019-06-05,49,"UT",49031,"Piute County",456,985,4359,172,326,51,1154,232,2162,140,122,0,0
"221148","County",2019-06-05,49,"UT",49033,"Rich County",510,1946,9212,1414,1446,1395,974,2529,802,514,91,0,47
"221149","County",2019-06-05,49,"UT",49035,"Salt Lake County",233681,915429,5384937,1247350,1520985,742552,961892,704603,122259,28206,36338,11326,9426
"221150","County",2019-06-05,49,"UT",49037,"San Juan County",2936,12466,72699,19529,20509,4926,4519,7473,8201,5340,1793,331,78
"221151","County",2019-06-05,49,"UT",49039,"Sanpete County",7126,23403,116323,23314,29546,9593,11839,25003,8736,5654,1887,376,375
"221152","County",2019-06-05,49,"UT",49041,"Sevier County",4777,16696,118957,33539,24216,12927,10706,22243,7864,3403,2819,908,332
"221153","County",2019-06-05,49,"UT",49043,"Summit County",7134,34671,205502,36091,50439,28799,37482,33465,13593,2386,1508,589,1150
"221154","County",2019-06-05,49,"UT",49045,"Tooele County",12829,56864,352528,75807,105264,25610,37032,52547,44310,6795,3987,758,418
"221155","County",2019-06-05,49,"UT",49047,"Uintah County",6992,28338,164886,29323,60873,26952,12838,19838,9246,2240,2946,369,261
"221156","County",2019-06-05,49,"UT",49049,"Utah County",130766,489545,2870958,661605,795346,344204,395503,467143,155113,26834,15698,4784,4728
"221157","County",2019-06-05,49,"UT",49051,"Wasatch County",6002,27136,200613,48350,61496,20237,28380,22430,17237,1373,817,102,191
"221158","County",2019-06-05,49,"UT",49053,"Washington County",32084,139091,867391,166418,216200,155053,151064,120472,25113,15518,14342,2015,1196
"221159","County",2019-06-05,49,"UT",49055,"Wayne County",387,2295,15247,3144,4609,353,1232,2651,1464,1532,175,87,0
